row_nr,person,title,date,content,url
131251,Donald J. Trump,"Tweets of March 2, 2018",2018-03-02,,https://www.presidency.ucsb.edu/documents/tweets-march-2-2018
131266,Donald J. Trump,"Tweets of March 1, 2018",2018-03-01,,https://www.presidency.ucsb.edu/documents/tweets-march-1-2018
131280,Donald J. Trump,"Tweets of February 28, 2018",2018-02-28,,https://www.presidency.ucsb.edu/documents/tweets-february-28-2018
131294,Donald J. Trump,"Tweets of February 27, 2018",2018-02-27,,https://www.presidency.ucsb.edu/documents/tweets-february-27-2018
131299,Donald J. Trump,"Tweets of February 26, 2018",2018-02-26,,https://www.presidency.ucsb.edu/documents/tweets-february-26-2018
131304,Donald J. Trump,"Tweets of February 25, 2018",2018-02-25,,https://www.presidency.ucsb.edu/documents/tweets-february-25-2018
131307,Donald J. Trump,"Tweets of February 24, 2018",2018-02-24,,https://www.presidency.ucsb.edu/documents/tweets-february-24-2018
131329,Donald J. Trump,"Tweets of January 30, 2018",2018-01-30,,https://www.presidency.ucsb.edu/documents/tweets-january-30-2018
131335,Donald J. Trump,"Tweets of January 29, 2018",2018-01-29,,https://www.presidency.ucsb.edu/documents/tweets-january-29-2018
131339,Donald J. Trump,"Tweets of January 28, 2018",2018-01-28,,https://www.presidency.ucsb.edu/documents/tweets-january-28-2018
131344,Donald J. Trump,"Tweets of January 27, 2018",2018-01-27,,https://www.presidency.ucsb.edu/documents/tweets-january-27-2018
131355,Donald J. Trump,"Tweets of January 26, 2018",2018-01-26,,https://www.presidency.ucsb.edu/documents/tweets-january-26-2018
131366,Donald J. Trump,"Tweets of January 25, 2018",2018-01-25,,https://www.presidency.ucsb.edu/documents/tweets-january-25-2018
131374,Donald J. Trump,"Tweets of January 24, 2018",2018-01-24,,https://www.presidency.ucsb.edu/documents/tweets-january-24-2018
131390,Donald J. Trump,"Tweets of January 23, 2018",2018-01-23,,https://www.presidency.ucsb.edu/documents/tweets-january-23-2018
131400,Donald J. Trump,"Tweets of January 22, 2018",2018-01-22,,https://www.presidency.ucsb.edu/documents/tweets-january-22-2018
131407,Donald J. Trump,"Tweets of January 21, 2018",2018-01-21,,https://www.presidency.ucsb.edu/documents/tweets-january-21-2018
131415,Donald J. Trump,"Tweets of January 20, 2018",2018-01-20,,https://www.presidency.ucsb.edu/documents/tweets-january-20-2018
131416,Donald J. Trump,"Tweets of February 11, 2018",2018-02-11,,https://www.presidency.ucsb.edu/documents/tweets-february-11-2018
131422,Donald J. Trump,"Tweets of February 10, 2018",2018-02-10,,https://www.presidency.ucsb.edu/documents/tweets-february-10-2018
131429,Donald J. Trump,"Tweets of February 9, 2018",2018-02-09,,https://www.presidency.ucsb.edu/documents/tweets-february-9-2018
131443,Donald J. Trump,"Tweets of February 8, 2018",2018-02-08,,https://www.presidency.ucsb.edu/documents/tweets-february-8-2018
131450,Donald J. Trump,"Tweets of February 7, 2018",2018-02-07,,https://www.presidency.ucsb.edu/documents/tweets-february-7-2018
131463,Donald J. Trump,"Tweets of February 6, 2018",2018-02-06,,https://www.presidency.ucsb.edu/documents/tweets-february-6-2018
131476,Donald J. Trump,"Tweets of February 5, 2018",2018-02-05,,https://www.presidency.ucsb.edu/documents/tweets-february-5-2018
131477,Donald J. Trump,"Tweets of February 4, 2018",2018-02-04,,https://www.presidency.ucsb.edu/documents/tweets-february-4-2018
131480,Donald J. Trump,"Tweets of February 3, 2018",2018-02-03,,https://www.presidency.ucsb.edu/documents/tweets-february-3-2018
131492,Donald J. Trump,"Tweets of February 2, 2018",2018-02-02,,https://www.presidency.ucsb.edu/documents/tweets-february-2-2018
131501,Donald J. Trump,"Tweets of February 1, 2018",2018-02-01,,https://www.presidency.ucsb.edu/documents/tweets-february-1-2018
131515,Donald J. Trump,"Tweets of December 20, 2017",2017-12-20,,https://www.presidency.ucsb.edu/documents/tweets-december-20-2017
131521,Donald J. Trump,"Tweets of December 19, 2017",2017-12-19,,https://www.presidency.ucsb.edu/documents/tweets-december-19-2017
131528,Donald J. Trump,"Tweets of December 18, 2017",2017-12-18,,https://www.presidency.ucsb.edu/documents/tweets-december-18-2017
131533,Donald J. Trump,"Tweets of December 16, 2017",2017-12-16,,https://www.presidency.ucsb.edu/documents/tweets-december-16-2017
131535,Donald J. Trump,"Tweets of December 17, 2017",2017-12-17,,https://www.presidency.ucsb.edu/documents/tweets-december-17-2017
131542,Donald J. Trump,"Tweets of December 15, 2017",2017-12-15,,https://www.presidency.ucsb.edu/documents/tweets-december-15-2017
131549,Donald J. Trump,"Tweets of December 14, 2017",2017-12-14,,https://www.presidency.ucsb.edu/documents/tweets-december-14-2017
131551,Donald J. Trump,"Tweets of December 13, 2017",2017-12-13,,https://www.presidency.ucsb.edu/documents/tweets-december-13-2017
131563,Donald J. Trump,"Tweets of December 12, 2017",2017-12-12,,https://www.presidency.ucsb.edu/documents/tweets-december-12-2017
131574,Donald J. Trump,"Tweets of December 11, 2017",2017-12-11,,https://www.presidency.ucsb.edu/documents/tweets-december-11-2017
131576,Donald J. Trump,"Tweets of December 10, 2017",2017-12-10,,https://www.presidency.ucsb.edu/documents/tweets-december-10-2017
131580,Donald J. Trump,"Tweets of December 9, 2017",2017-12-09,,https://www.presidency.ucsb.edu/documents/tweets-december-9-2017
131590,Donald J. Trump,"Tweets of December 8, 2017",2017-12-08,,https://www.presidency.ucsb.edu/documents/tweets-december-8-2017
131599,Donald J. Trump,"Tweets of December 7, 2017",2017-12-07,,https://www.presidency.ucsb.edu/documents/tweets-december-7-2017
131610,Donald J. Trump,"Tweets of December 6, 2017",2017-12-06,,https://www.presidency.ucsb.edu/documents/tweets-december-6-2017
131616,Donald J. Trump,"Tweets of November 21, 2017",2017-11-21,,https://www.presidency.ucsb.edu/documents/tweets-november-21-2017
131622,Donald J. Trump,"Tweets of November 20, 2017",2017-11-20,,https://www.presidency.ucsb.edu/documents/tweets-november-20-2017
131623,Donald J. Trump,"Tweets of November 19, 2017",2017-11-19,,https://www.presidency.ucsb.edu/documents/tweets-november-19-2017
131625,Donald J. Trump,"Tweets of November 18, 2017",2017-11-18,,https://www.presidency.ucsb.edu/documents/tweets-november-18-2017
131640,Donald J. Trump,"Tweets of November 17, 2017",2017-11-17,,https://www.presidency.ucsb.edu/documents/tweets-november-17-2017
131649,Donald J. Trump,"Tweets of November 16, 2017",2017-11-16,,https://www.presidency.ucsb.edu/documents/tweets-november-16-2017
131658,Donald J. Trump,"Tweets of November 15, 2017",2017-11-15,,https://www.presidency.ucsb.edu/documents/tweets-november-15-2017
131672,Donald J. Trump,"Tweets of November 14, 2017",2017-11-14,,https://www.presidency.ucsb.edu/documents/tweets-november-14-2017
131682,Donald J. Trump,"Tweets of November 13, 2017",2017-11-13,,https://www.presidency.ucsb.edu/documents/tweets-november-13-2017
131690,Donald J. Trump,"Tweets of November 12, 2017",2017-11-12,,https://www.presidency.ucsb.edu/documents/tweets-november-12-2017
131699,Donald J. Trump,"Tweets of November 11, 2017",2017-11-11,,https://www.presidency.ucsb.edu/documents/tweets-november-11-2017
131722,Donald J. Trump,"Tweets of December 5, 2017",2017-12-05,,https://www.presidency.ucsb.edu/documents/tweets-december-5-2017
131733,Donald J. Trump,"Tweets of December 3, 2017",2017-12-03,,https://www.presidency.ucsb.edu/documents/tweets-december-3-2017
131734,Donald J. Trump,"Tweets of December 4, 2017",2017-12-04,,https://www.presidency.ucsb.edu/documents/tweets-december-4-2017
131738,Donald J. Trump,"Tweets of December 2, 2017",2017-12-02,,https://www.presidency.ucsb.edu/documents/tweets-december-2-2017
131744,Donald J. Trump,"Tweets of December 1, 2017",2017-12-01,,https://www.presidency.ucsb.edu/documents/tweets-december-1-2017
131757,Donald J. Trump,"Tweets of November 30, 2017",2017-11-30,,https://www.presidency.ucsb.edu/documents/tweets-november-30-2017
131764,Donald J. Trump,"Tweets of November 29, 2017",2017-11-29,,https://www.presidency.ucsb.edu/documents/tweets-november-29-2017
131778,Donald J. Trump,"Tweets of November 28, 2017",2017-11-28,,https://www.presidency.ucsb.edu/documents/tweets-november-28-2017
131791,Donald J. Trump,"Tweets of November 27, 2017",2017-11-27,,https://www.presidency.ucsb.edu/documents/tweets-november-27-2017
131793,Donald J. Trump,"Tweets of November 26, 2017",2017-11-26,,https://www.presidency.ucsb.edu/documents/tweets-november-26-2017
131794,Donald J. Trump,"Tweets of November 25, 2017",2017-11-25,,https://www.presidency.ucsb.edu/documents/tweets-november-25-2017
131800,Donald J. Trump,"Tweets of November 24, 2017",2017-11-24,,https://www.presidency.ucsb.edu/documents/tweets-november-24-2017
131803,Donald J. Trump,"Tweets of November 23, 2017",2017-11-23,,https://www.presidency.ucsb.edu/documents/tweets-november-23-2017
131807,Donald J. Trump,"Tweets of November 22, 2017",2017-11-22,,https://www.presidency.ucsb.edu/documents/tweets-november-22-2017
131815,Donald J. Trump,"Tweets of October 31, 2017",2017-10-31,,https://www.presidency.ucsb.edu/documents/tweets-october-31-2017
131819,Donald J. Trump,"Tweets of October 30, 2017",2017-10-30,,https://www.presidency.ucsb.edu/documents/tweets-october-30-2017
131823,Donald J. Trump,"Tweets of October 29, 2017",2017-10-29,,https://www.presidency.ucsb.edu/documents/tweets-october-29-2017
131825,Donald J. Trump,"Tweets of October 28, 2017",2017-10-28,,https://www.presidency.ucsb.edu/documents/tweets-october-28-2017
131831,Donald J. Trump,"Tweets of October 27, 2017",2017-10-27,,https://www.presidency.ucsb.edu/documents/tweets-october-27-2017
131844,Donald J. Trump,"Tweets of October 26, 2017",2017-10-26,,https://www.presidency.ucsb.edu/documents/tweets-october-26-2017
131853,Donald J. Trump,"Tweets of October 25, 2017",2017-10-25,,https://www.presidency.ucsb.edu/documents/tweets-october-25-2017
131865,Donald J. Trump,"Tweets of October 24, 2017",2017-10-24,,https://www.presidency.ucsb.edu/documents/tweets-october-24-2017
131877,Donald J. Trump,"Tweets of October 23, 2017",2017-10-23,,https://www.presidency.ucsb.edu/documents/tweets-october-23-2017
131881,Donald J. Trump,"Tweets of October 22, 2017",2017-10-22,,https://www.presidency.ucsb.edu/documents/tweets-october-22-2017
131883,Donald J. Trump,"Tweets of October 21, 2017",2017-10-21,,https://www.presidency.ucsb.edu/documents/tweets-october-21-2017
131891,Donald J. Trump,"Tweets of October 20, 2017",2017-10-20,,https://www.presidency.ucsb.edu/documents/tweets-october-20-2017
131903,Donald J. Trump,"Tweets of October 19, 2017",2017-10-19,,https://www.presidency.ucsb.edu/documents/tweets-october-19-2017
131909,Donald J. Trump,"Tweets of November 10, 2017",2017-11-10,,https://www.presidency.ucsb.edu/documents/tweets-november-10-2017
131921,Donald J. Trump,"Tweets of November 9, 2017",2017-11-09,,https://www.presidency.ucsb.edu/documents/tweets-november-9-2017
131930,Donald J. Trump,"Tweets of November 8, 2017",2017-11-08,,https://www.presidency.ucsb.edu/documents/tweets-november-8-2017
131941,Donald J. Trump,"Tweets of November 7, 2017",2017-11-07,,https://www.presidency.ucsb.edu/documents/tweets-november-7-2017
131955,Donald J. Trump,"Tweets of November 6, 2017",2017-11-06,,https://www.presidency.ucsb.edu/documents/tweets-november-6-2017
131964,Donald J. Trump,"Tweets of November 5, 2017",2017-11-05,,https://www.presidency.ucsb.edu/documents/tweets-november-5-2017
131968,Donald J. Trump,"Tweets of November 4, 2017",2017-11-04,,https://www.presidency.ucsb.edu/documents/tweets-november-4-2017
131974,Donald J. Trump,"Tweets of November 3, 2017",2017-11-03,,https://www.presidency.ucsb.edu/documents/tweets-november-3-2017
131985,Donald J. Trump,"Tweets of November 2, 2017",2017-11-02,,https://www.presidency.ucsb.edu/documents/tweets-november-2-2017
131999,Donald J. Trump,"Tweets of November 1, 2017",2017-11-01,,https://www.presidency.ucsb.edu/documents/tweets-november-1-2017
132017,Donald J. Trump,"Tweets of September 28, 2017",2017-09-28,,https://www.presidency.ucsb.edu/documents/tweets-september-28-2017
132027,Donald J. Trump,"Tweets of September 27, 2017",2017-09-27,,https://www.presidency.ucsb.edu/documents/tweets-september-27-2017
132031,Donald J. Trump,"Tweets of October 18, 2017",2017-10-18,,https://www.presidency.ucsb.edu/documents/tweets-october-18-2017
132045,Donald J. Trump,"Tweets of October 17, 2017",2017-10-17,,https://www.presidency.ucsb.edu/documents/tweets-october-17-2017
132055,Donald J. Trump,"Tweets of October 16, 2017",2017-10-16,,https://www.presidency.ucsb.edu/documents/tweets-october-16-2017
132058,Donald J. Trump,"Tweets of October 15, 2017",2017-10-15,,https://www.presidency.ucsb.edu/documents/tweets-october-15-2017
132060,Donald J. Trump,"Tweets of October 14, 2017",2017-10-14,,https://www.presidency.ucsb.edu/documents/tweets-october-14-2017
132071,Donald J. Trump,"Tweets of October 13, 2017",2017-10-13,,https://www.presidency.ucsb.edu/documents/tweets-october-13-2017
132084,Donald J. Trump,"Tweets of October 12, 2017",2017-10-12,,https://www.presidency.ucsb.edu/documents/tweets-october-12-2017
132091,Donald J. Trump,"Tweets of October 11, 2017",2017-10-11,,https://www.presidency.ucsb.edu/documents/tweets-october-11-2017
132108,Donald J. Trump,"Tweets of October 10, 2017",2017-10-10,,https://www.presidency.ucsb.edu/documents/tweets-october-10-2017
132111,Donald J. Trump,"Tweets of October 9, 2017",2017-10-09,,https://www.presidency.ucsb.edu/documents/tweets-october-9-2017
132117,Donald J. Trump,"Tweets of October 8, 2017",2017-10-08,,https://www.presidency.ucsb.edu/documents/tweets-october-8-2017
132138,Donald J. Trump,"Tweets of September 26, 2017",2017-09-26,,https://www.presidency.ucsb.edu/documents/tweets-september-26-2017
132147,Donald J. Trump,"Tweets of September 25, 2017",2017-09-25,,https://www.presidency.ucsb.edu/documents/tweets-september-25-2017
132151,Donald J. Trump,"Tweets of September 24, 2017",2017-09-24,,https://www.presidency.ucsb.edu/documents/tweets-september-24-2017
132157,Donald J. Trump,"Tweets of September 23, 2017",2017-09-23,,https://www.presidency.ucsb.edu/documents/tweets-september-23-2017
132167,Donald J. Trump,"Tweets of September 22, 2017",2017-09-22,,https://www.presidency.ucsb.edu/documents/tweets-september-22-2017
132197,Donald J. Trump,"Tweets of September 21, 2017",2017-09-21,,https://www.presidency.ucsb.edu/documents/tweets-september-21-2017
132221,Donald J. Trump,"Tweets of October 6, 2017",2017-10-06,,https://www.presidency.ucsb.edu/documents/tweets-october-6-2017
132235,Donald J. Trump,"Tweets of October 5, 2017",2017-10-05,,https://www.presidency.ucsb.edu/documents/tweets-october-5-2017
132243,Donald J. Trump,"Tweets of October 4, 2017",2017-10-04,,https://www.presidency.ucsb.edu/documents/tweets-october-4-2017
132260,Donald J. Trump,"Tweets of October 3, 2017",2017-10-03,,https://www.presidency.ucsb.edu/documents/tweets-october-3-2017
132269,Donald J. Trump,"Tweets of October 2, 2017",2017-10-02,,https://www.presidency.ucsb.edu/documents/tweets-october-2-2017
132272,Donald J. Trump,"Tweets of October 1, 2017",2017-10-01,,https://www.presidency.ucsb.edu/documents/tweets-october-1-2017
132284,Donald J. Trump,"Tweets of September 30, 2017",2017-09-30,,https://www.presidency.ucsb.edu/documents/tweets-september-30-2017
132302,Donald J. Trump,"Tweets of September 29, 2017",2017-09-29,,https://www.presidency.ucsb.edu/documents/tweets-september-29-2017
132309,Donald J. Trump,"Tweets of September 11, 2017",2017-09-11,,https://www.presidency.ucsb.edu/documents/tweets-september-11-2017
132317,Donald J. Trump,"Tweets of September 10, 2017",2017-09-10,,https://www.presidency.ucsb.edu/documents/tweets-september-10-2017
132323,Donald J. Trump,"Tweets of September 9, 2017",2017-09-09,,https://www.presidency.ucsb.edu/documents/tweets-september-9-2017
132337,Donald J. Trump,"Tweets of September 8, 2017",2017-09-08,,https://www.presidency.ucsb.edu/documents/tweets-september-8-2017
132353,Donald J. Trump,"Tweets of September 7, 2017",2017-09-07,,https://www.presidency.ucsb.edu/documents/tweets-september-7-2017
132372,Donald J. Trump,"Tweets of September 6, 2017",2017-09-06,,https://www.presidency.ucsb.edu/documents/tweets-september-6-2017
132383,Donald J. Trump,"Tweets of September 5, 2017",2017-09-05,,https://www.presidency.ucsb.edu/documents/tweets-september-5-2017
132388,Donald J. Trump,"Tweets of September 4, 2017",2017-09-04,,https://www.presidency.ucsb.edu/documents/tweets-september-4-2017
132391,Donald J. Trump,"Tweets of September 3, 2017",2017-09-03,,https://www.presidency.ucsb.edu/documents/tweets-september-3-2017
132395,Donald J. Trump,"Tweets of September 2, 2017",2017-09-02,,https://www.presidency.ucsb.edu/documents/tweets-september-2-2017
132407,Donald J. Trump,"Tweets of September 20, 2017",2017-09-20,,https://www.presidency.ucsb.edu/documents/tweets-september-20-2017
132422,Donald J. Trump,"Tweets of September 19, 2017",2017-09-19,,https://www.presidency.ucsb.edu/documents/tweets-september-19-2017
132439,Donald J. Trump,"Tweets of September 18, 2017",2017-09-18,,https://www.presidency.ucsb.edu/documents/tweets-september-18-2017
132441,Donald J. Trump,"Tweets of September 16, 2017",2017-09-16,,https://www.presidency.ucsb.edu/documents/tweets-september-16-2017
132447,Donald J. Trump,"Tweets of September 17, 2017",2017-09-17,,https://www.presidency.ucsb.edu/documents/tweets-september-17-2017
132462,Donald J. Trump,"Tweets of September 15, 2017",2017-09-15,,https://www.presidency.ucsb.edu/documents/tweets-september-15-2017
132478,Donald J. Trump,"Tweets of September 14, 2017",2017-09-14,,https://www.presidency.ucsb.edu/documents/tweets-september-14-2017
132489,Donald J. Trump,"Tweets of September 13, 2017",2017-09-13,,https://www.presidency.ucsb.edu/documents/tweets-september-13-2017
132502,Donald J. Trump,"Tweets of September 12, 2017",2017-09-12,,https://www.presidency.ucsb.edu/documents/tweets-september-12-2017
132504,Donald J. Trump,"Tweets of September 1, 2017",2017-09-01,,https://www.presidency.ucsb.edu/documents/tweets-september-1-2017
132511,Donald J. Trump,"Tweets of August 31, 2017",2017-08-31,,https://www.presidency.ucsb.edu/documents/tweets-august-31-2017
132523,Donald J. Trump,"Tweets of August 30, 2017",2017-08-30,,https://www.presidency.ucsb.edu/documents/tweets-august-30-2017
132533,Donald J. Trump,"Tweets of August 29, 2017",2017-08-29,,https://www.presidency.ucsb.edu/documents/tweets-august-29-2017
132547,Donald J. Trump,"Tweets of August 28, 2017",2017-08-28,,https://www.presidency.ucsb.edu/documents/tweets-august-28-2017
132550,Donald J. Trump,"Tweets of August 26, 2017",2017-08-26,,https://www.presidency.ucsb.edu/documents/tweets-august-26-2017
132551,Donald J. Trump,"Tweets of August 27, 2017",2017-08-27,,https://www.presidency.ucsb.edu/documents/tweets-august-27-2017
132558,Donald J. Trump,"Tweets of August 25, 2017",2017-08-25,,https://www.presidency.ucsb.edu/documents/tweets-august-25-2017
132569,Donald J. Trump,"Tweets of August 24, 2017",2017-08-24,,https://www.presidency.ucsb.edu/documents/tweets-august-24-2017
132581,Donald J. Trump,"Tweets of August 23, 2017",2017-08-23,,https://www.presidency.ucsb.edu/documents/tweets-august-23-2017
132587,Donald J. Trump,"Tweets of August 22, 2017",2017-08-22,,https://www.presidency.ucsb.edu/documents/tweets-august-22-2017
132593,Donald J. Trump,"Tweets of August 21, 2017",2017-08-21,,https://www.presidency.ucsb.edu/documents/tweets-august-21-2017
132598,Donald J. Trump,"Tweets of August 20, 2017",2017-08-20,,https://www.presidency.ucsb.edu/documents/tweets-august-20-2017
132603,Donald J. Trump,"Tweets of April 29, 2018",2018-04-29,,https://www.presidency.ucsb.edu/documents/tweets-april-29-2018
132612,Donald J. Trump,"Tweets of June 27, 2018",2018-06-27,,https://www.presidency.ucsb.edu/documents/tweets-june-27-2018
132618,Donald J. Trump,"Tweets of September 24, 2018",2018-09-24,,https://www.presidency.ucsb.edu/documents/tweets-september-24-2018
132619,Donald J. Trump,"Tweets of September 23, 2018",2018-09-23,,https://www.presidency.ucsb.edu/documents/tweets-september-23-2018
132623,Donald J. Trump,"Tweets of September 22, 2018",2018-09-22,,https://www.presidency.ucsb.edu/documents/tweets-september-22-2018
132634,Donald J. Trump,"Tweets of September 21, 2018",2018-09-21,,https://www.presidency.ucsb.edu/documents/tweets-september-21-2018
132649,Donald J. Trump,"Tweets of September 20, 2018",2018-09-20,,https://www.presidency.ucsb.edu/documents/tweets-september-20-2018
132662,Donald J. Trump,"Tweets of September 19, 2018",2018-09-19,,https://www.presidency.ucsb.edu/documents/tweets-september-19-2018
132670,Donald J. Trump,"Tweets of September 18, 2018",2018-09-18,,https://www.presidency.ucsb.edu/documents/tweets-september-18-2018
132684,Donald J. Trump,"Tweets of September 17, 2018",2018-09-17,,https://www.presidency.ucsb.edu/documents/tweets-september-17-2018
132685,Donald J. Trump,"Tweets of September 16, 2018",2018-09-16,,https://www.presidency.ucsb.edu/documents/tweets-september-16-2018
132690,Donald J. Trump,"Tweets of September 15, 2018",2018-09-15,,https://www.presidency.ucsb.edu/documents/tweets-september-15-2018
132693,Donald J. Trump,"Tweets of September 14, 2018",2018-09-14,,https://www.presidency.ucsb.edu/documents/tweets-september-14-2018
132703,Donald J. Trump,"Tweets of September 13, 2018",2018-09-13,,https://www.presidency.ucsb.edu/documents/tweets-september-13-2018
132711,Donald J. Trump,"Tweets of September 12, 2018",2018-09-12,,https://www.presidency.ucsb.edu/documents/tweets-september-12-2018
132727,Donald J. Trump,"Tweets of September 11, 2018",2018-09-11,,https://www.presidency.ucsb.edu/documents/tweets-september-11-2018
132740,Donald J. Trump,"Tweets of September 10, 2018",2018-09-10,,https://www.presidency.ucsb.edu/documents/tweets-september-10-2018
132742,Donald J. Trump,"Tweets of September 9, 2018",2018-09-09,,https://www.presidency.ucsb.edu/documents/tweets-september-9-2018
132746,Donald J. Trump,"Tweets of September 8, 2018",2018-09-08,,https://www.presidency.ucsb.edu/documents/tweets-september-8-2018
132750,Donald J. Trump,"Tweets of September 7, 2018",2018-09-07,,https://www.presidency.ucsb.edu/documents/tweets-september-7-2018
132760,Donald J. Trump,"Tweets of September 6, 2018",2018-09-06,,https://www.presidency.ucsb.edu/documents/tweets-september-6-2018
132769,Donald J. Trump,"Tweets of September 5, 2018",2018-09-05,,https://www.presidency.ucsb.edu/documents/tweets-september-5-2018
132777,Donald J. Trump,"Tweets of September 4, 2018",2018-09-04,,https://www.presidency.ucsb.edu/documents/tweets-september-4-2018
132779,Donald J. Trump,"Tweets of September 2, 2018",2018-09-02,,https://www.presidency.ucsb.edu/documents/tweets-september-2-2018
132780,Donald J. Trump,"Tweets of September 1, 2018",2018-09-01,,https://www.presidency.ucsb.edu/documents/tweets-september-1-2018
132783,Donald J. Trump,"Tweets of September 3, 2018",2018-09-03,,https://www.presidency.ucsb.edu/documents/tweets-september-3-2018
132794,Donald J. Trump,"Tweets of August 31, 2018",2018-08-31,,https://www.presidency.ucsb.edu/documents/tweets-august-31-2018
132804,Donald J. Trump,"Tweets of August 30, 2018",2018-08-30,,https://www.presidency.ucsb.edu/documents/tweets-august-30-2018
132813,Donald J. Trump,"Tweets of August 29, 2018",2018-08-29,,https://www.presidency.ucsb.edu/documents/tweets-august-29-2018
132822,Donald J. Trump,"Tweets of August 10, 2018",2018-08-10,,https://www.presidency.ucsb.edu/documents/tweets-august-10-2018
132825,Donald J. Trump,"Tweets of August 9, 2018",2018-08-09,,https://www.presidency.ucsb.edu/documents/tweets-august-9-2018
132830,Donald J. Trump,"Tweets of August 8, 2018",2018-08-08,,https://www.presidency.ucsb.edu/documents/tweets-august-8-2018
132835,Donald J. Trump,"Tweets of August 7, 2018",2018-08-07,,https://www.presidency.ucsb.edu/documents/tweets-august-7-2018
132845,Donald J. Trump,"Tweets of August 6, 2018",2018-08-06,,https://www.presidency.ucsb.edu/documents/tweets-august-6-2018
132848,Donald J. Trump,"Tweets of August 5, 2018",2018-08-05,,https://www.presidency.ucsb.edu/documents/tweets-august-5-2018
132849,Donald J. Trump,"Tweets of August 4, 2018",2018-08-04,,https://www.presidency.ucsb.edu/documents/tweets-august-4-2018
132854,Donald J. Trump,"Tweets of August 3, 2018",2018-08-03,,https://www.presidency.ucsb.edu/documents/tweets-august-3-2018
132858,Donald J. Trump,"Tweets of August 2, 2018",2018-08-02,,https://www.presidency.ucsb.edu/documents/tweets-august-2-2018
132868,Donald J. Trump,"Tweets of August 1, 2018",2018-08-01,,https://www.presidency.ucsb.edu/documents/tweets-august-1-2018
132879,Donald J. Trump,"Tweets of July 31, 2018",2018-07-31,,https://www.presidency.ucsb.edu/documents/tweets-july-31-2018
132896,Donald J. Trump,"Tweets of July 30, 2018",2018-07-30,,https://www.presidency.ucsb.edu/documents/tweets-july-30-2018
132898,Donald J. Trump,"Tweets of July 28, 2018",2018-07-28,,https://www.presidency.ucsb.edu/documents/tweets-july-28-2018
132901,Donald J. Trump,"Tweets of July 29, 2018",2018-07-29,,https://www.presidency.ucsb.edu/documents/tweets-july-29-2018
132910,Donald J. Trump,"Tweets of July 27, 2018",2018-07-27,,https://www.presidency.ucsb.edu/documents/tweets-july-27-2018
132923,Donald J. Trump,"Tweets of August 28, 2018",2018-08-28,,https://www.presidency.ucsb.edu/documents/tweets-august-28-2018
132936,Donald J. Trump,"Tweets of August 27, 2018",2018-08-27,,https://www.presidency.ucsb.edu/documents/tweets-august-27-2018
132939,Donald J. Trump,"Tweets of August 26, 2018",2018-08-26,,https://www.presidency.ucsb.edu/documents/tweets-august-26-2018
132943,Donald J. Trump,"Tweets of August 24, 2018",2018-08-24,,https://www.presidency.ucsb.edu/documents/tweets-august-24-2018
132944,Donald J. Trump,"Tweets of August 25, 2018",2018-08-25,,https://www.presidency.ucsb.edu/documents/tweets-august-25-2018
132949,Donald J. Trump,"Tweets of August 23, 2018",2018-08-23,,https://www.presidency.ucsb.edu/documents/tweets-august-23-2018
132956,Donald J. Trump,"Tweets of August 22, 2018",2018-08-22,,https://www.presidency.ucsb.edu/documents/tweets-august-22-2018
132967,Donald J. Trump,"Tweets of August 21, 2018",2018-08-21,,https://www.presidency.ucsb.edu/documents/tweets-august-21-2018
132972,Donald J. Trump,"Tweets of August 20, 2018",2018-08-20,,https://www.presidency.ucsb.edu/documents/tweets-august-20-2018
132973,Donald J. Trump,"Tweets of August 19, 2018",2018-08-19,,https://www.presidency.ucsb.edu/documents/tweets-august-19-2018
132980,Donald J. Trump,"Tweets of August 18, 2018",2018-08-18,,https://www.presidency.ucsb.edu/documents/tweets-august-18-2018
132983,Donald J. Trump,"Tweets of August 17, 2018",2018-08-17,,https://www.presidency.ucsb.edu/documents/tweets-august-17-2018
132990,Donald J. Trump,"Tweets of August 16, 2018",2018-08-16,,https://www.presidency.ucsb.edu/documents/tweets-august-16-2018
132995,Donald J. Trump,"Tweets of August 15, 2018",2018-08-15,,https://www.presidency.ucsb.edu/documents/tweets-august-15-2018
133004,Donald J. Trump,"Tweets of August 14, 2018",2018-08-14,,https://www.presidency.ucsb.edu/documents/tweets-august-14-2018
133011,Donald J. Trump,"Tweets of August 13, 2018",2018-08-13,,https://www.presidency.ucsb.edu/documents/tweets-august-13-2018
133012,Donald J. Trump,"Tweets of August 11, 2018",2018-08-11,,https://www.presidency.ucsb.edu/documents/tweets-august-11-2018
133015,Donald J. Trump,"Tweets of August 12, 2018",2018-08-12,,https://www.presidency.ucsb.edu/documents/tweets-august-12-2018
133022,Donald J. Trump,"Tweets of July 13, 2018",2018-07-13,,https://www.presidency.ucsb.edu/documents/tweets-july-13-2018
133031,Donald J. Trump,"Tweets of July 12, 2018",2018-07-12,,https://www.presidency.ucsb.edu/documents/tweets-july-12-2018
133040,Donald J. Trump,"Tweets of July 11, 2018",2018-07-11,,https://www.presidency.ucsb.edu/documents/tweets-july-11-2018
133052,Donald J. Trump,"Tweets of July 10, 2018",2018-07-10,,https://www.presidency.ucsb.edu/documents/tweets-july-10-2018
133057,Donald J. Trump,"Tweets of July 8, 2018",2018-07-08,,https://www.presidency.ucsb.edu/documents/tweets-july-8-2018
